Country,EdLevel,YearsCodePro,Salary
United Kingdom,Less than a Bachelors,12.0,51704.0
Sweden,Bachelor’s degree,3.0,56460.0
France,Bachelor’s degree,3.0,64859.0
Brazil,Bachelor’s degree,3.0,65976.0
Germany,Master’s degree,4.0,50592.0
United Kingdom,Master’s degree,2.0,51057.0
Germany,Master’s degree,10.0,124313.0
United Kingdom,Master’s degree,11.0,87896.0
United States,Bachelor’s degree,10.0,155000.0
Canada,Bachelor’s degree,10.0,61261.0
Germany,Post grad,18.0,75669.0
Germany,Bachelor’s degree,10.0,64859.0
United States,Bachelor’s degree,1.0,75000.0
Sweden,Bachelor’s degree,1.0,39276.0
France,Bachelor’s degree,5.0,27025.0
Germany,Master’s degree,15.0,108098.0
Sweden,Bachelor’s degree,5.0,55224.0
India,Bachelor’s degree,3.0,167544.0
Germany,Master’s degree,7.0,216196.0
Germany,Master’s degree,6.0,63564.0
Germany,Master’s degree,6.0,49725.0
Germany,Less than a Bachelors,6.0,38915.0
United States,Bachelor’s degree,10.0,180000.0
United States,Bachelor’s degree,32.0,180000.0
Italy,Master’s degree,3.0,41077.0
Germany,Less than a Bachelors,5.0,23352.0
Germany,Less than a Bachelors,7.0,167552.0
Netherlands,Less than a Bachelors,10.0,25944.0
United States,Bachelor’s degree,3.0,80000.0
Germany,Bachelor’s degree,5.0,45401.0
India,Bachelor’s degree,3.0,10471.0
United States,Less than a Bachelors,7.0,105000.0
United States,Master’s degree,12.0,130000.0
Germany,Bachelor’s degree,26.0,145932.0
United States,Master’s degree,5.0,140000.0
United States,Bachelor’s degree,8.0,75000.0
United States,Bachelor’s degree,2.0,110000.0
United States,Bachelor’s degree,16.0,165000.0
United States,Bachelor’s degree,19.0,105000.0
Netherlands,Master’s degree,5.0,36324.0
France,Master’s degree,4.0,38916.0
United Kingdom,Bachelor’s degree,1.0,38132.0
Australia,Bachelor’s degree,11.0,53448.0
Brazil,Less than a Bachelors,12.0,32988.0
Germany,Post grad,15.0,70264.0
United States,Bachelor’s degree,29.0,250000.0
United States,Master’s degree,10.0,250000.0
Netherlands,Less than a Bachelors,8.0,45396.0
Australia,Master’s degree,7.0,66810.0
Sweden,Less than a Bachelors,6.0,46632.0
Canada,Bachelor’s degree,2.0,60505.0
Netherlands,Bachelor’s degree,2.0,38915.0
Brazil,Bachelor’s degree,1.0,11268.0
United States,Bachelor’s degree,15.0,85000.0
Sweden,Less than a Bachelors,12.0,34368.0
United States,Bachelor’s degree,4.0,105000.0
United Kingdom,Bachelor’s degree,8.0,23267.0
Netherlands,Master’s degree,3.0,50806.0
United Kingdom,Master’s degree,32.0,45241.0
Netherlands,Bachelor’s degree,4.0,40212.0
Spain,Less than a Bachelors,20.0,61657.0
Germany,Master’s degree,2.0,56211.0
Germany,Master’s degree,14.0,70264.0
India,Bachelor’s degree,5.0,13962.0
United Kingdom,Bachelor’s degree,3.0,45241.0
Germany,Master’s degree,18.0,91883.0
Germany,Bachelor’s degree,2.0,57292.0
United States,Bachelor’s degree,12.0,128000.0
United Kingdom,Bachelor’s degree,3.0,36193.0
France,Master’s degree,1.0,35672.0
United States,Less than a Bachelors,28.0,100000.0
Canada,Bachelor’s degree,4.0,90758.0
Spain,Post grad,7.0,50806.0
Canada,Bachelor’s degree,15.0,68068.0
United Kingdom,Post grad,3.0,41363.0
Germany,Master’s degree,12.0,118908.0
United Kingdom,Bachelor’s degree,3.0,36839.0
United Kingdom,Bachelor’s degree,2.0,29730.0
United States,Less than a Bachelors,5.0,80000.0
United States,Less than a Bachelors,5.0,140000.0
United States,Bachelor’s degree,19.0,123000.0
Netherlands,Bachelor’s degree,3.0,45396.0
United States,Bachelor’s degree,5.0,120000.0
France,Master’s degree,14.0,71518.0
United States,Bachelor’s degree,7.0,56000.0
United States,Less than a Bachelors,10.0,170000.0
United States,Bachelor’s degree,5.0,135000.0
United States,Master’s degree,9.0,135000.0
United Kingdom,Bachelor’s degree,3.0,59459.0
United States,Bachelor’s degree,16.0,157000.0
United States,Bachelor’s degree,14.0,170000.0
Canada,Bachelor’s degree,24.0,235970.0
France,Master’s degree,0.5,25944.0
United States,Bachelor’s degree,12.0,210000.0
United States,Bachelor’s degree,34.0,164500.0
United States,Master’s degree,20.0,72000.0
Germany,Bachelor’s degree,4.0,45401.0
United States,Bachelor’s degree,0.5,140000.0
United States,Less than a Bachelors,21.0,155000.0
Sweden,Bachelor’s degree,3.0,58296.0
United States,Master’s degree,19.0,91000.0
United Kingdom,Bachelor’s degree,5.0,58167.0
Sweden,Master’s degree,3.0,49092.0
United Kingdom,Master’s degree,3.0,77556.0
United Kingdom,Bachelor’s degree,7.0,62045.0
United States,Bachelor’s degree,3.0,168000.0
Germany,Less than a Bachelors,4.0,64860.0
United States,Bachelor’s degree,13.0,165000.0
United States,Bachelor’s degree,21.0,160000.0
Netherlands,Master’s degree,5.0,50184.0
United States,Less than a Bachelors,6.0,100000.0
United States,Less than a Bachelors,3.0,52000.0
Spain,Master’s degree,17.0,54049.0
United Kingdom,Bachelor’s degree,0.5,30376.0
Canada,Master’s degree,3.0,79413.0
United States,Master’s degree,3.0,155000.0
United States,Bachelor’s degree,3.0,80000.0
France,Master’s degree,11.0,51887.0
United Kingdom,Bachelor’s degree,5.0,58167.0
United Kingdom,Less than a Bachelors,30.0,90482.0
Sweden,Less than a Bachelors,2.0,42960.0
United States,Bachelor’s degree,9.0,120000.0
United States,Less than a Bachelors,6.0,70000.0
United States,Bachelor’s degree,12.0,180000.0
United States,Bachelor’s degree,12.0,235000.0
Canada,Master’s degree,10.0,87732.0
France,Master’s degree,1.0,45401.0
United States,Less than a Bachelors,20.0,150000.0
United States,Bachelor’s degree,1.0,50000.0
United Kingdom,Less than a Bachelors,3.0,45241.0
United States,Master’s degree,3.0,100000.0
United States,Bachelor’s degree,15.0,150000.0
France,Master’s degree,16.0,33732.0
United Kingdom,Bachelor’s degree,4.0,45241.0
United States,Master’s degree,7.0,250000.0
United Kingdom,Master’s degree,6.0,103408.0
United States,Less than a Bachelors,3.0,143000.0
United States,Bachelor’s degree,3.0,105000.0
United States,Bachelor’s degree,6.0,125000.0
France,Master’s degree,6.0,55130.0
Canada,Bachelor’s degree,10.0,77144.0
United States,Bachelor’s degree,5.0,100000.0
United Kingdom,Bachelor’s degree,1.0,67215.0
Germany,Bachelor’s degree,15.0,86478.0
Poland,Bachelor’s degree,4.0,28860.0
Poland,Bachelor’s degree,14.0,60744.0
United States,Bachelor’s degree,7.0,95000.0
Poland,Less than a Bachelors,4.0,22781.0
India,Master’s degree,12.0,21612.0
United States,Bachelor’s degree,4.0,80000.0
United States,Bachelor’s degree,15.0,155000.0
United States,Master’s degree,3.0,57500.0
Sweden,Bachelor’s degree,10.0,61368.0
United States,Bachelor’s degree,7.0,140000.0
United States,Bachelor’s degree,5.0,159000.0
United States,Bachelor’s degree,5.0,85000.0
Canada,Post grad,10.0,56723.0
United States,Less than a Bachelors,23.0,107000.0
United States,Less than a Bachelors,3.0,49000.0
United States,Bachelor’s degree,5.0,120000.0
United States,Less than a Bachelors,7.0,157000.0
United States,Master’s degree,6.0,155000.0
United States,Master’s degree,7.0,140000.0
United States,Master’s degree,3.0,115000.0
Canada,Bachelor’s degree,2.0,60505.0
Canada,Less than a Bachelors,2.0,37816.0
United States,Less than a Bachelors,8.0,122500.0
United States,Bachelor’s degree,2.0,51500.0
United States,Bachelor’s degree,5.0,95000.0
United States,Less than a Bachelors,4.0,110000.0
United States,Less than a Bachelors,20.0,130000.0
United States,Bachelor’s degree,3.0,117500.0
United States,Bachelor’s degree,1.0,45000.0
United States,Master’s degree,3.0,101000.0
United States,Bachelor’s degree,15.0,100000.0
United States,Bachelor’s degree,15.0,90000.0
United States,Bachelor’s degree,3.0,75000.0
United States,Master’s degree,10.0,185000.0
United States,Bachelor’s degree,15.0,88000.0
Canada,Bachelor’s degree,10.0,121010.0
United States,Bachelor’s degree,6.0,85000.0
United States,Bachelor’s degree,20.0,165000.0
United States,Bachelor’s degree,3.0,82500.0
United States,Less than a Bachelors,3.0,95000.0
United States,Master’s degree,3.0,75000.0
United States,Bachelor’s degree,8.0,95000.0
United States,Less than a Bachelors,3.0,81000.0
United States,Post grad,2.0,60000.0
United States,Bachelor’s degree,10.0,167900.0
United States,Bachelor’s degree,20.0,136000.0
United States,Bachelor’s degree,10.0,90000.0
Canada,Bachelor’s degree,10.0,105884.0
United States,Less than a Bachelors,15.0,160000.0
United States,Master’s degree,22.0,135000.0
United States,Bachelor’s degree,1.0,67000.0
United States,Bachelor’s degree,0.5,70000.0
United States,Bachelor’s degree,4.0,95000.0
United States,Less than a Bachelors,2.0,90000.0
United States,Bachelor’s degree,4.0,126000.0
United States,Bachelor’s degree,0.5,70000.0
United States,Less than a Bachelors,13.0,183250.0
United States,Bachelor’s degree,2.0,60000.0
United States,Bachelor’s degree,10.0,160000.0
Canada,Less than a Bachelors,1.0,42354.0
United States,Bachelor’s degree,12.0,180000.0
United States,Bachelor’s degree,9.0,133000.0
United States,Bachelor’s degree,5.0,101000.0
United States,Bachelor’s degree,5.0,180000.0
United States,Bachelor’s degree,7.0,110000.0
United States,Master’s degree,5.0,102000.0
United States,Bachelor’s degree,31.0,124000.0
United States,Bachelor’s degree,3.0,113000.0
United States,Bachelor’s degree,4.0,81900.0
United States,Less than a Bachelors,2.0,115000.0
United States,Master’s degree,4.0,85000.0
United States,Less than a Bachelors,5.0,130000.0
United Kingdom,Bachelor’s degree,22.0,84019.0
United States,Less than a Bachelors,0.5,34000.0
Sweden,Bachelor’s degree,5.0,44184.0
United States,Bachelor’s degree,3.0,99000.0
United States,Master’s degree,2.0,51000.0
Canada,Bachelor’s degree,12.0,65799.0
Canada,Less than a Bachelors,0.5,37816.0
United States,Bachelor’s degree,8.0,70000.0
United States,Less than a Bachelors,26.0,95000.0
United States,Less than a Bachelors,15.0,200000.0
United States,Bachelor’s degree,32.0,200000.0
Canada,Bachelor’s degree,2.0,54455.0
United States,Bachelor’s degree,2.0,184031.0
Canada,Less than a Bachelors,6.0,20880.0
United States,Bachelor’s degree,40.0,110000.0
United States,Less than a Bachelors,25.0,135000.0
United States,Post grad,4.0,75000.0
United States,Bachelor’s degree,3.0,125000.0
United States,Bachelor’s degree,10.0,150000.0
United States,Bachelor’s degree,12.0,172200.0
India,Bachelor’s degree,7.0,39093.0
Canada,Bachelor’s degree,2.0,49538.0
United States,Bachelor’s degree,2.0,90000.0
United States,Master’s degree,5.0,100244.0
United States,Bachelor’s degree,2.0,91000.0
United States,Master’s degree,11.0,174000.0
United States,Bachelor’s degree,25.0,80000.0
United States,Post grad,20.0,130000.0
United States,Bachelor’s degree,0.5,55000.0
United States,Bachelor’s degree,3.0,110000.0
United States,Bachelor’s degree,0.5,62000.0
United States,Bachelor’s degree,10.0,140000.0
United States,Bachelor’s degree,2.0,56000.0
France,Master’s degree,3.0,47563.0
United States,Bachelor’s degree,6.0,125000.0
United States,Master’s degree,2.0,86250.0
United States,Bachelor’s degree,10.0,105000.0
United States,Bachelor’s degree,11.0,128000.0
United States,Bachelor’s degree,12.0,174000.0
United States,Master’s degree,3.0,90000.0
Canada,Less than a Bachelors,18.0,92270.0
United States,Bachelor’s degree,5.0,95000.0
United States,Bachelor’s degree,15.0,133000.0
United States,Bachelor’s degree,10.0,113000.0
United States,Bachelor’s degree,4.0,60000.0
United States,Master’s degree,3.0,75000.0
United States,Master’s degree,4.0,125000.0
United States,Master’s degree,5.0,177000.0
United States,Bachelor’s degree,8.0,144000.0
United States,Bachelor’s degree,5.0,65000.0
Canada,Master’s degree,5.0,56723.0
United States,Bachelor’s degree,2.0,80000.0
United States,Bachelor’s degree,30.0,195000.0
United States,Master’s degree,8.0,100000.0
United States,Bachelor’s degree,11.0,85000.0
United States,Bachelor’s degree,2.0,100000.0
United States,Less than a Bachelors,23.0,150000.0
United States,Bachelor’s degree,2.0,55000.0
United States,Master’s degree,20.0,100000.0
United States,Bachelor’s degree,0.5,57000.0
United States,Bachelor’s degree,25.0,100000.0
United States,Master’s degree,3.0,67000.0
United States,Bachelor’s degree,5.0,200000.0
United States,Bachelor’s degree,1.0,60000.0
United States,Less than a Bachelors,4.0,80000.0
United Kingdom,Less than a Bachelors,3.0,51704.0
United States,Less than a Bachelors,10.0,160000.0
United States,Bachelor’s degree,2.0,100000.0
United States,Bachelor’s degree,9.0,65000.0
United States,Post grad,8.0,207000.0
Canada,Bachelor’s degree,4.0,52942.0
United States,Bachelor’s degree,25.0,220000.0
United States,Bachelor’s degree,9.0,150000.0
United States,Less than a Bachelors,2.0,125000.0
United States,Bachelor’s degree,20.0,108000.0
United States,Bachelor’s degree,1.0,62000.0
United States,Bachelor’s degree,25.0,78000.0
United States,Bachelor’s degree,13.0,65000.0
United States,Less than a Bachelors,1.0,86500.0
United States,Bachelor’s degree,15.0,149000.0
Canada,Bachelor’s degree,11.0,27228.0
United States,Bachelor’s degree,16.0,113000.0
United States,Bachelor’s degree,25.0,110000.0
United States,Bachelor’s degree,20.0,130000.0
United States,Bachelor’s degree,20.0,180000.0
United States,Master’s degree,2.0,86000.0
United States,Bachelor’s degree,6.0,85000.0
India,Master’s degree,25.0,16056.0
United States,Bachelor’s degree,15.0,150000.0
United States,Master’s degree,21.0,150000.0
United States,Less than a Bachelors,27.0,76000.0
United States,Bachelor’s degree,2.0,70000.0
United States,Less than a Bachelors,8.0,115000.0
Netherlands,Bachelor’s degree,5.0,51888.0
United States,Bachelor’s degree,5.0,78000.0
United States,Less than a Bachelors,2.0,60000.0
United States,Bachelor’s degree,15.0,140000.0
United Kingdom,Bachelor’s degree,32.0,172957.0
United States,Bachelor’s degree,13.0,130000.0
United States,Bachelor’s degree,2.0,120000.0
United States,Bachelor’s degree,2.0,74000.0
Spain,Bachelor’s degree,14.0,48644.0
United States,Bachelor’s degree,15.0,115000.0
United Kingdom,Bachelor’s degree,2.0,38778.0
United States,Less than a Bachelors,0.5,65000.0
United States,Master’s degree,14.0,125000.0
United States,Bachelor’s degree,3.0,200000.0
United States,Bachelor’s degree,10.0,55000.0
United States,Bachelor’s degree,5.0,120000.0
United States,Less than a Bachelors,0.5,85000.0
United States,Less than a Bachelors,3.0,37500.0
United States,Master’s degree,7.0,75000.0
United States,Master’s degree,1.0,78000.0
United States,Bachelor’s degree,21.0,165000.0
United States,Bachelor’s degree,16.0,220000.0
United States,Bachelor’s degree,6.0,81000.0
United Kingdom,Master’s degree,2.0,104700.0
Canada,Less than a Bachelors,7.0,79413.0
United States,Post grad,10.0,95000.0
United States,Bachelor’s degree,19.0,120000.0
United States,Bachelor’s degree,7.0,104000.0
United States,Bachelor’s degree,20.0,99000.0
United States,Bachelor’s degree,2.0,82000.0
United States,Less than a Bachelors,3.0,80000.0
United States,Master’s degree,31.0,70000.0
United States,Master’s degree,3.0,160000.0
United States,Bachelor’s degree,7.0,75000.0
United States,Bachelor’s degree,3.0,92600.0
United States,Bachelor’s degree,3.0,115000.0
Canada,Bachelor’s degree,2.0,39480.0
United States,Bachelor’s degree,5.0,120000.0
United States,Bachelor’s degree,5.0,140000.0
United States,Bachelor’s degree,32.0,250000.0
United States,Bachelor’s degree,5.0,108000.0
United States,Master’s degree,6.0,100000.0
Germany,Master’s degree,9.0,67021.0
United States,Bachelor’s degree,2.0,83400.0
United Kingdom,Bachelor’s degree,5.0,38778.0
United States,Bachelor’s degree,14.0,77000.0
Canada,Bachelor’s degree,11.0,54455.0
United States,Bachelor’s degree,25.0,120000.0
United States,Bachelor’s degree,10.0,110000.0
Canada,Bachelor’s degree,10.0,62774.0
United States,Bachelor’s degree,5.0,110000.0
United States,Less than a Bachelors,6.0,120000.0
United States,Bachelor’s degree,12.0,80000.0
United States,Less than a Bachelors,3.0,58000.0
United States,Less than a Bachelors,2.0,50000.0
United States,Master’s degree,40.0,66000.0
United States,Master’s degree,7.0,160000.0
United States,Bachelor’s degree,6.0,200000.0
United States,Bachelor’s degree,2.0,63750.0
United States,Bachelor’s degree,3.0,80000.0
United States,Less than a Bachelors,6.0,76500.0
United States,Bachelor’s degree,13.0,100000.0
United States,Less than a Bachelors,8.0,15000.0
United States,Less than a Bachelors,3.0,85000.0
United States,Master’s degree,4.0,140000.0
United States,Less than a Bachelors,4.0,70000.0
United States,Bachelor’s degree,26.0,160000.0
United States,Bachelor’s degree,2.0,35000.0
United States,Less than a Bachelors,18.0,100000.0
United States,Master’s degree,1.0,84000.0
United States,Master’s degree,20.0,127000.0
United States,Less than a Bachelors,25.0,80000.0
United States,Bachelor’s degree,6.0,78000.0
United States,Bachelor’s degree,5.0,130000.0
United States,Bachelor’s degree,7.0,97000.0
United States,Master’s degree,10.0,137750.0
United States,Bachelor’s degree,10.0,120000.0
United Kingdom,Master’s degree,6.0,93067.0
United States,Bachelor’s degree,50.0,115000.0
United States,Less than a Bachelors,7.0,50000.0
